nosaukums,Numurs,stils,dizains,Jauns,Apkārtne,Mēbeles,Santehnika,Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,baseins,restorāns,apkalpošana numura,brokastis,bārs
Apartamenti Jēkabpilī,1625,0,0,0,0,0,0,2016,8.7,8.7,0,3,55,30,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
Apartamenti Jēkabpilī,1626,0,0,0,0,0,0,2016,8.7,8.7,3,8,80,63,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
Saliņmuižas namiņš,1627,0,0,0,0,0,0,2020,9.3,9.2,2,4,72,48,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
Ārpus laika (Beyond the time),1628,0,0,0,0,0,0,2019,9.5,9.7,0,2,155,41,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Ārpus laika (Beyond the time),1629,0,0,0,0,0,0,2019,9.5,9.7,0,3,230,41,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Ārpus laika (Beyond the time),1630,0,0,0,0,0,0,2019,9.5,9.7,0,2,165,20,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
"""Čiekuri""",1631,0,0,0,0,0,0,2018,9,9.4,1,2,60,35,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1
"""Čiekuri""",1632,0,0,0,0,0,0,2018,9,9.4,1,3,85,35,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1
"""Čiekuri""",1633,0,0,0,0,0,0,2018,9,9.4,1,4,110,35,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1
"""Čiekuri""",1634,0,0,0,0,0,0,2018,9,9.4,1,5,135,35,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1
"""Čiekuri""",1635,0,0,0,0,0,0,2018,9,9.4,1,6,160,35,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1
"""Čiekuri""",1636,0,0,0,0,0,0,2018,9,9.4,1,7,185,35,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1
"""Čiekuri""",1637,0,0,0,0,0,0,2019,9,9.3,1,2,55,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Daugavkrasti Hotel,1638,0,0,0,0,0,0,2011,8.2,8.6,0,2,55,25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Daugavkrasti Hotel,1639,0,0,0,0,0,0,2011,8.2,8.6,0,2,40,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Seaside apartments,1640,0,0,0,0,0,0,2021,9.6,9.1,1,2,75,65,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
Seaside apartments,1641,0,0,0,0,0,0,2021,9.6,9.1,1,3,95,65,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
Seaside apartments,1642,0,0,0,0,0,0,2021,9.6,9.1,1,4,110,65,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
Seaside apartments,1643,0,0,0,0,0,0,2021,9.6,9.1,1,1,45,65,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
Seaside apartments,1644,0,0,0,0,0,0,2021,9.6,9.1,1,2,85,80,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
Seaside apartments,1645,0,0,0,0,0,0,2021,9.6,9.1,1,3,110,80,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
Seaside apartments,1646,0,0,0,0,0,0,2021,9.6,9.1,1,4,130,80,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
Seaside apartments,1647,0,0,0,0,0,0,2021,9.6,9.1,1,1,55,80,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
NB Apartments Riga Old Town,1648,0,0,0,0,0,0,2020,8.6,9.5,1,2,66,18,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
NB Apartments Riga Old Town,1649,0,0,0,0,0,0,2020,8.6,9.5,1,2,69,18,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
NB Apartments Riga Old Town,1650,0,0,0,0,0,0,2020,8.6,9.5,1,3,75,25,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
Rijnieki upes namiņš,1651,0,0,0,0,0,0,2021,9.1,9.4,1,2,60,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rijnieki upes namiņš,1652,0,0,0,0,0,0,2021,9.1,9.4,1,2,69,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Viesnīcas Jolanta apartamenti,1653,0,0,0,0,0,0,2015,7.6,7.6,0,2,45,24,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Viesnīcas Jolanta apartamenti,1654,0,0,0,0,0,0,2015,7.6,7.6,0,1,35,24,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Viesnīcas Jolanta apartamenti,1655,0,0,0,0,0,0,2015,7.6,7.6,0,2,50,24,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Viesnīcas Jolanta apartamenti,1656,0,0,0,0,0,0,2015,7.6,7.6,0,1,40,24,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Viesnīcas Jolanta apartamenti,1657,0,0,0,0,0,0,2015,7.6,7.6,0,2,60,27,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Viesnīcas Jolanta apartamenti,1658,0,0,0,0,0,0,2015,7.6,7.6,0,1,50,27,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Lielbrieži 8,1659,0,0,0,0,0,0,2018,9,8.6,1,5,90,55,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Lielbrieži 8,1660,0,0,0,0,0,0,2018,9,8.6,1,6,103,55,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Lielbrieži 8,1661,0,0,0,0,0,0,2018,9,8.6,2,4,90,60,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Lielbrieži 8,1662,0,0,0,0,0,0,2018,9,8.6,2,5,99,60,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Lielbrieži 8,1663,0,0,0,0,0,0,2018,9,8.6,2,6,103,60,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Cosy and Charming apartment,1664,0,0,0,0,0,0,2020,8.7,8.5,1,2,54,50,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Cosy and Charming apartment,1665,0,0,0,0,0,0,2020,8.7,8.5,1,3,64,50,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Cosy and Charming apartment,1666,0,0,0,0,0,0,2020,8.7,8.5,1,4,75,50,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Cosy and Charming apartment,1667,0,0,0,0,0,0,2020,8.7,8.5,1,1,48,50,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Didrihsonu Rezidence,1668,0,0,0,0,0,0,2023,8.5,8,1,2,60,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Laukbaloži Holiday houses,1669,0,0,0,0,0,0,2022,8.7,8.2,2,2,97,60,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Laukbaloži Holiday houses,1670,0,0,0,0,0,0,2022,8.7,8.2,2,3,108,60,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Laguna House,1671,0,0,0,0,0,0,2012,7.9,8.6,0,2,69,20,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Laguna House,1672,0,0,0,0,0,0,2012,7.9,8.6,0,2,75,20,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Laguna House,1673,0,0,0,0,0,0,2012,7.9,8.6,0,2,130,20,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Laguna House,1674,0,0,0,0,0,0,2012,7.9,8.6,0,2,130,30,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Laguna House,1675,0,0,0,0,0,0,2012,7.9,8.6,0,3,85,20,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Ragnar Glamp Koknese,1676,0,0,0,0,0,0,2021,9.4,9.4,1,2,155,24,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
Ragnar Glamp Koknese,1677,0,0,0,0,0,0,2021,9.4,9.4,1,2,179,24,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
Motelis Astarte,1678,0,0,0,0,0,0,2015,8.6,8.8,0,2,30,27,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Motelis Astarte,1679,0,0,0,0,0,0,2015,8.6,8.8,0,3,40,27,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Park Inn by Radisson Residence Riga Barona,1680,0,0,0,0,0,0,2016,9.2,9.3,0,2,72,29,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Park Inn by Radisson Residence Riga Barona,1681,0,0,0,0,0,0,2016,9.2,9.3,0,3,86,36,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Park Inn by Radisson Residence Riga Barona,1682,0,0,0,0,0,0,2016,9.2,9.3,0,3,100,38,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Green Valley vacation homes,1683,0,0,0,0,0,0,2019,9.3,9.1,1,4,150,50,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0
My Hotel OK & Coliving,1684,0,0,0,0,0,0,2009,7.3,8,0,2,49,21,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
Atpūtas centrs Paideri,1685,0,0,0,0,0,0,2014,8.1,9.1,0,2,30,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Atpūtas centrs Paideri,1686,0,0,0,0,0,0,2014,8.1,9.1,0,1,50,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Atpūtas centrs Paideri,1687,0,0,0,0,0,0,2014,8.1,9.1,0,3,45,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Atpūtas centrs Paideri,1688,0,0,0,0,0,0,2014,8.1,9.1,0,4,60,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Atpūtas centrs Paideri,1689,0,0,0,0,0,0,2014,8.1,9.1,0,5,75,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Atpūtas centrs Paideri,1690,0,0,0,0,0,0,2014,8.1,9.1,0,9,110,18,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Dunduriņi,1691,0,0,0,0,0,0,2019,9.6,9.6,0,2,85,24,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Dunduriņi,1692,0,0,0,0,0,0,2019,9.6,9.6,0,2,97,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Dunduriņi,1693,0,0,0,0,0,0,2019,9.6,9.6,0,3,102,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Dunduriņi,1694,0,0,0,0,0,0,2019,9.6,9.6,0,4,107,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Dunduriņi,1695,0,0,0,0,0,0,2019,9.6,9.6,0,1,96,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Vecliepas,1696,0,0,0,0,0,0,2013,8.9,9.3,1,4,80,115,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Vecliepas,1697,0,0,0,0,0,0,2013,8.9,9.3,4,12,175,115,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Sapņi,1698,0,0,0,0,0,0,2021,9.7,9.5,1,2,100,24,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Sapņi,1699,0,0,0,0,0,0,2021,9.7,9.5,1,3,110,24,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Sapņi,1700,0,0,0,0,0,0,2021,9.7,9.5,1,4,120,24,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Sapņi,1701,0,0,0,0,0,0,2021,9.7,9.5,1,5,130,24,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Sapņi,1702,0,0,0,0,0,0,2021,9.7,9.5,1,6,140,24,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Spacious house with indoor pool & sauna.,1703,0,0,0,0,0,0,2022,9.8,9.6,1,2,135,200,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0
Viesu māja Kolnā pie Adamovas ezera.,1704,0,0,0,0,0,0,2023,9,10,2,2,94,50,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0
Viesu māja Kolnā pie Adamovas ezera.,1705,0,0,0,0,0,0,2023,9,10,2,4,97,50,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0
Viesu māja Kolnā pie Adamovas ezera.,1706,0,0,0,0,0,0,2023,9,10,2,6,105,50,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0
Viesu māja Kolnā pie Adamovas ezera.,1707,0,0,0,0,0,0,2023,9,10,2,1,73,50,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0
Dore,1708,0,0,0,0,0,0,2021,9.8,9.3,1,6,117,80,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Rose Valley Cottage,1709,0,0,0,0,0,0,2023,8.9,9.3,1,2,114,24,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0
Rose Valley Cottage,1710,0,0,0,0,0,0,2023,8.9,9.3,1,1,108,24,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0
Sky High Hotel Airport 200 meters from the terminal,1711,0,0,0,0,0,0,2010,8,9.4,0,2,68,16,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Sky High Hotel Airport 200 meters from the terminal,1712,0,0,0,0,0,0,2010,8,9.4,0,2,75,16,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Sky High Hotel Airport 200 meters from the terminal,1713,0,0,0,0,0,0,2010,8,9.4,0,2,72,16,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Sky High Hotel Airport 200 meters from the terminal,1714,0,0,0,0,0,0,2010,8,9.4,0,2,80,16,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Sky High Hotel Airport 200 meters from the terminal,1715,0,0,0,0,0,0,2010,8,9.4,0,2,110,30,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Rozenstein design apartment,1716,0,0,0,0,0,0,2019,9.6,9.5,1,2,61,49,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Rozenstein design apartment,1717,0,0,0,0,0,0,2019,9.6,9.5,1,3,63,49,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Rozenstein design apartment,1718,0,0,0,0,0,0,2019,9.6,9.5,1,4,69,49,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Rozenstein design apartment,1719,0,0,0,0,0,0,2019,9.6,9.5,1,5,80,49,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Silversmith's Residence in Old Riga,1720,0,0,0,0,0,0,2022,9.5,9.7,1,2,99,35,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Silversmith's Residence in Old Riga,1721,0,0,0,0,0,0,2022,9.5,9.7,1,1,93,35,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Silversmith's Residence in Old Riga,1722,0,0,0,0,0,0,2022,9.5,9.7,1,2,102,60,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Silversmith's Residence in Old Riga,1723,0,0,0,0,0,0,2022,9.5,9.7,1,3,117,60,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Silversmith's Residence in Old Riga,1724,0,0,0,0,0,0,2022,9.5,9.7,1,4,132,60,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Silversmith's Residence in Old Riga,1725,0,0,0,0,0,0,2022,9.5,9.7,1,2,106,65,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Silversmith's Residence in Old Riga,1726,0,0,0,0,0,0,2022,9.5,9.7,1,3,121,65,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Silversmith's Residence in Old Riga,1727,0,0,0,0,0,0,2022,9.5,9.7,1,4,136,65,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Silversmith's Residence in Old Riga,1728,0,0,0,0,0,0,2022,9.5,9.7,1,1,100,65,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Silversmith's Residence in Old Riga,1729,0,0,0,0,0,0,2022,9.5,9.7,1,2,112,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Silversmith's Residence in Old Riga,1730,0,0,0,0,0,0,2022,9.5,9.7,1,3,127,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Silversmith's Residence in Old Riga,1731,0,0,0,0,0,0,2022,9.5,9.7,1,4,142,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Silversmith's Residence in Old Riga,1732,0,0,0,0,0,0,2022,9.5,9.7,1,5,157,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Silversmith's Residence in Old Riga,1733,0,0,0,0,0,0,2022,9.5,9.7,1,6,172,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Silversmith's Residence in Old Riga,1734,0,0,0,0,0,0,2022,9.5,9.7,1,1,106,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Pie Jūras,1735,0,0,0,0,0,0,2023,9.6,10,2,4,54,107,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
Silmači,1736,0,0,0,0,0,0,2014,8.7,9.5,0,2,40,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Guest house Laimes taure,1737,0,0,0,0,0,0,2022,9.3,9.3,1,2,180,35,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0
Guest house Laimes taure,1738,0,0,0,0,0,0,2022,9.3,9.3,1,3,198,35,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0
Rakši,1739,0,0,0,0,0,0,2008,9,9.3,1,4,200,100,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Rakši,1740,0,0,0,0,0,0,2008,9,9.3,3,6,300,100,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Stamerienas Apartamenti,1741,0,0,0,0,0,0,2017,9.2,9.5,0,2,55,43,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
Hotel Ergli,1742,0,0,0,0,0,0,2010,8.1,8.9,0,2,70,18,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
Hotel Ergli,1743,0,0,0,0,0,0,2010,8.1,8.9,0,2,75,18,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
Hotel Ergli,1744,0,0,0,0,0,0,2010,8.1,8.9,0,3,95,25,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
Nameja Best view apartamenti,1745,0,0,0,0,0,0,2022,9.2,9.1,1,2,43,53,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Nameja Best view apartamenti,1746,0,0,0,0,0,0,2022,9.2,9.1,1,3,48,53,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Nameja Best view apartamenti,1747,0,0,0,0,0,0,2022,9.2,9.1,1,1,41,53,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Trommeļa brīvdienu mājiņas-kempings,1748,0,0,0,0,0,0,2019,9.4,9.6,0,2,40,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Salnēni,1749,0,0,0,0,0,0,2022,9.9,9.7,1,2,85,24,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Salnēni,1750,0,0,0,0,0,0,2022,9.9,9.7,1,3,100,24,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Villa Lettonia,1751,0,0,0,0,0,0,2022,9.9,10,0,2,138,18,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
Villa Lettonia,1752,0,0,0,0,0,0,2022,9.9,10,0,2,143,18,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
Villa Lettonia,1753,0,0,0,0,0,0,2022,9.9,10,0,2,154,18,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
Villa Lettonia,1754,0,0,0,0,0,0,2022,9.9,10,0,2,193,25,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
Guest House Garoza,1755,0,0,0,0,0,0,2021,9.1,9.4,0,2,75,16,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Guest House Garoza,1756,0,0,0,0,0,0,2021,9.1,9.4,0,2,95,16,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Guest House Garoza,1757,0,0,0,0,0,0,2021,9.1,9.4,1,3,150,40,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Guest House Garoza,1758,0,0,0,0,0,0,2021,9.1,9.4,2,4,145,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Usmas zaķīšu pirtiņa - Bunny house,1759,0,0,0,0,0,0,2021,8.8,9.3,0,2,45,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
Usmas zaķīšu pirtiņa - Bunny house,1760,0,0,0,0,0,0,2021,8.8,9.3,0,3,50,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
Usmas zaķīšu pirtiņa - Bunny house,1761,0,0,0,0,0,0,2021,8.8,9.3,0,4,55,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
Usmas zaķīšu pirtiņa - Bunny house,1762,0,0,0,0,0,0,2021,8.8,9.3,0,1,43,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
Holiday home Kolka-VĀRPAS,1763,0,0,0,0,0,0,2020,9.5,9.5,1,2,100,25,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
Holiday home Kolka-VĀRPAS,1764,0,0,0,0,0,0,2020,9.5,9.5,1,3,110,25,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
Holiday home Kolka-VĀRPAS,1765,0,0,0,0,0,0,2020,9.5,9.5,1,4,120,25,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
Fontaine Valhalla Hotel,1766,0,0,0,0,0,0,2009,8.3,9.6,0,2,50,18,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1
Fontaine Valhalla Hotel,1767,0,0,0,0,0,0,2009,8.3,9.6,0,3,70,25,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1
Fontaine Valhalla Hotel,1768,0,0,0,0,0,0,2009,8.3,9.6,0,4,65,20,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1
Fontaine Valhalla Hotel,1769,0,0,0,0,0,0,2009,8.3,9.6,0,6,120,100,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1
Apartments Vitenberg,1770,0,0,0,0,0,0,2015,9.4,9.9,1,2,70,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Apartments Vitenberg,1771,0,0,0,0,0,0,2015,9.4,9.9,1,3,77,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Apartments Vitenberg,1772,0,0,0,0,0,0,2015,9.4,9.9,1,1,63,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Apartments Vitenberg,1773,0,0,0,0,0,0,2015,9.4,9.9,1,2,73,40,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Apartments Vitenberg,1774,0,0,0,0,0,0,2015,9.4,9.9,1,3,80,40,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Apartments Vitenberg,1775,0,0,0,0,0,0,2015,9.4,9.9,1,1,66,40,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Apartments Vitenberg,1776,0,0,0,0,0,0,2015,9.4,9.9,1,2,80,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Apartments Vitenberg,1777,0,0,0,0,0,0,2015,9.4,9.9,1,3,88,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Apartments Vitenberg,1778,0,0,0,0,0,0,2015,9.4,9.9,1,1,72,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Apartments Vitenberg,1779,0,0,0,0,0,0,2015,9.4,9.9,1,2,90,34,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Apartments Vitenberg,1780,0,0,0,0,0,0,2015,9.4,9.9,1,1,81,34,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Apartments Vitenberg,1781,0,0,0,0,0,0,2015,9.4,9.9,1,2,100,33,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Apartments Vitenberg,1782,0,0,0,0,0,0,2015,9.4,9.9,1,1,90,33,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Apartments Vitenberg,1783,0,0,0,0,0,0,2015,9.4,9.9,1,2,105,43,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Apartments Vitenberg,1784,0,0,0,0,0,0,2015,9.4,9.9,1,3,116,43,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Apartments Vitenberg,1785,0,0,0,0,0,0,2015,9.4,9.9,1,1,95,43,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Hotel Libava,1786,0,0,0,0,0,0,2009,8.8,9.5,0,2,114,22,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0
Hotel Libava,1787,0,0,0,0,0,0,2009,8.8,9.5,0,2,137,40,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0
Hotel Libava,1788,0,0,0,0,0,0,2009,8.8,9.5,0,2,154,40,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0
Hotel Libava,1789,0,0,0,0,0,0,2009,8.8,9.5,0,1,103,34,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0
Apartamenti Pūpoli,1790,0,0,0,0,0,0,2022,9.9,9.6,2,3,64,68,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Mājīgs dzīvoklis Salacgrīvā,1791,0,0,0,0,0,0,2018,8.5,8.8,1,2,59,45,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Mājīgs dzīvoklis Salacgrīvā,1792,0,0,0,0,0,0,2018,8.5,8.8,1,3,70,45,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Mājīgs dzīvoklis Salacgrīvā,1793,0,0,0,0,0,0,2018,8.5,8.8,1,4,83,45,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Mājīgs dzīvoklis Salacgrīvā,1794,0,0,0,0,0,0,2018,8.5,8.8,1,5,95,45,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
 ,1795,0,0,0,0,0,0,2022,9.3,8.9,0,2,50,20,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
