Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,,baseins,restorāns,apkalpošana numura,brokastis,bārs
2018,9.6,9.1,2,3,110,64,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2018,9.6,9.1,2,4,120,64,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2018,9.6,9.1,2,5,130,64,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2018,9.6,9.1,2,6,140,64,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2021,9.7,9.5,0,2,60,16,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2021,9.7,9.5,0,2,80,19,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2021,9.7,9.5,0,3,75,19,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2021,9.7,9.5,0,3,90,19,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2021,9.7,9.5,0,4,100,19,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2021,9.7,9.5,0,5,125,19,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2021,9.7,9.5,0,6,150,19,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2021,9.7,9.5,0,1,40,19,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2007,8.9,9.8,0,2,80,23,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2007,8.9,9.8,0,2,88,27,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2007,8.9,9.8,0,3,114,30,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2017,8.8,8.8,0,2,85,30,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2009,8.7,9.6,0,2,74,22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,8.7,9.6,0,2,83,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,8.7,9.6,0,3,115,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,8.7,9.6,1,2,88,35,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,8.7,9.6,1,3,122,35,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,8.7,9.6,1,2,106,50,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,8.7,9.6,1,2,112,36,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,8.7,9.6,1,3,145,36,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,8.4,9.2,0,2,40,15,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2012,8.4,9.2,0,1,25,15,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2012,8.4,9.2,0,2,50,15,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2012,8.4,9.2,0,2,65,20,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2012,8.4,9.2,0,4,65,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2012,8.4,9.2,1,4,110,40,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2012,8.4,9.2,2,6,150,50,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2023,10,9.5,1,2,108,42,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2023,10,9.5,1,2,120,42,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2023,10,9.5,1,1,97,42,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2023,10,9.5,1,1,108,42,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2022,9.6,9.5,0,2,58,50,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2022,9.6,9.5,0,3,63,50,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2022,9.6,9.5,0,2,64,50,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2022,9.6,9.5,0,3,68,50,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2008,8.9,9.5,0,2,85,20,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2008,8.9,9.5,0,2,107,26,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2008,8.9,9.5,0,1,70,16,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2017,9.7,9.7,1,2,70,56,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2017,9.7,9.7,1,3,89,56,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2017,9.7,9.7,1,4,108,56,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2017,9.7,9.7,1,5,127,56,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2017,9.7,9.7,2,2,93,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2017,9.7,9.7,2,3,112,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2017,9.7,9.7,2,4,131,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2017,9.7,9.7,2,5,150,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2017,9.7,9.7,2,6,169,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2017,9.7,9.7,2,7,188,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2012,9.2,9.4,0,2,80,17,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
2012,9.2,9.4,0,2,95,17,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
2012,9.2,9.4,0,2,140,25,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
2012,9.2,9.4,0,2,220,33,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
2012,9.2,9.4,0,4,140,34,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
2022,9.3,8.3,0,2,80,52,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,9.9,10,1,2,130,54,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
2022,9.5,9.6,1,2,83,39,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0
2021,9.7,9.6,0,2,82,40,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2017,9.2,9.8,0,3,90,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2017,9.2,9.8,0,4,100,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2017,9.2,9.8,0,5,110,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2017,9.2,9.8,0,6,120,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2017,9.2,9.8,0,7,130,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2017,9.2,9.8,0,8,143,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2012,9.1,8.6,1,2,75,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2012,9.1,8.6,1,3,85,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2012,9.1,8.6,1,4,95,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2012,9.1,8.6,1,5,105,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2012,9.1,8.6,1,6,115,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2012,9.1,8.6,1,7,125,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2012,9.1,8.6,1,8,135,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2012,9.1,8.6,1,2,100,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2018,8.9,8.2,2,2,56,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2018,8.9,8.2,2,3,64,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2018,8.9,8.2,2,4,72,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2018,8.9,8.2,2,1,49,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2018,8.9,8.2,2,2,57,35,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2018,8.9,8.2,2,3,65,35,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2018,8.9,8.2,2,4,73,35,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2018,8.9,8.2,2,1,50,35,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2018,8.9,8.2,1,2,59,28,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2018,8.9,8.2,1,3,68,28,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2018,8.9,8.2,1,4,76,28,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2018,8.9,8.2,1,1,50,28,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2021,9.7,9.5,1,2,140,27,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
2021,9.5,9.1,0,2,60,55,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
2021,9.5,9.1,0,3,63,55,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
2021,9.5,9.1,0,4,69,55,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
2021,9.5,9.1,0,1,57,55,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
2023,9.3,8.9,0,2,65,22,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2023,9.3,8.9,0,4,80,22,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2023,9.3,8.9,0,2,100,64,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2023,9.3,8.9,0,4,130,64,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2023,9.3,8.9,0,6,108,25,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2023,9.3,8.9,0,8,120,25,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2023,10,8.8,1,2,83,15,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2023,10,8.8,1,2,93,15,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2018,9,9.3,1,2,164,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2018,9,9.3,1,3,169,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2018,9,9.3,1,4,179,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2018,9,9.3,1,1,159,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2017,9.5,9.9,0,2,60,29,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2017,9.5,9.9,1,4,70,35,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2017,9.5,9.9,1,4,80,55,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2017,9.5,9.9,1,5,110,59,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2017,8.7,9.6,2,2,48,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2017,8.7,9.6,2,3,56,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2017,8.7,9.6,2,4,64,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2017,8.7,9.6,2,5,72,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2017,8.7,9.6,2,6,80,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2017,8.7,9.6,2,1,40,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2022,8.7,9.2,2,2,50,58,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022,8.7,9.2,2,3,80,58,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022,8.7,9.2,2,4,100,58,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2017,8.5,9.3,1,2,71,45,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2017,8.5,9.3,1,3,89,45,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2023,8,8,2,4,71,130,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
2023,8,8,1,2,79,180,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2012,8,9.3,0,2,59,16,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
2012,8,9.3,0,1,40,16,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
2010,7.2,8.6,0,2,109,20,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2010,7.2,8.6,0,2,109,18,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2010,7.2,8.6,0,2,124,45,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2010,7.2,8.6,0,2,133,20,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2010,7.2,8.6,0,2,165,40,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2010,7.2,8.6,0,2,175,32,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2022,9.8,9.8,1,2,154,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2022,9.8,9.8,1,3,162,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2022,9.8,9.8,1,4,171,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2022,9.8,9.8,1,1,145,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2020,8.1,8.7,1,2,60,30,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2022,9.2,9.2,0,2,50,25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022,9.4,8.5,1,2,51,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2022,9.4,8.5,1,3,68,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2022,9.4,8.5,1,4,78,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2022,9.4,8.5,1,1,47,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2023,9.6,8.3,1,2,45,34,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2018,9.7,9.6,3,2,58,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2018,9.7,9.6,3,3,88,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2018,9.7,9.6,3,4,116,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2018,9.7,9.6,3,5,143,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2018,9.7,9.6,3,6,170,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2021,9.5,9.7,1,2,66,51,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2013,8.6,8.3,0,2,55,18,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1
2013,8.6,8.3,0,3,85,18,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1
2021,9.5,9.4,2,2,104,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2021,9.5,9.4,2,3,110,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2021,9.5,9.4,2,4,117,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2021,9.5,9.4,2,5,123,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2021,9.5,9.4,2,6,130,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2021,9.5,9.4,2,1,97,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2019,9.1,9.7,3,8,219,120,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
2021,9.7,9.4,1,2,47,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2021,9.7,9.4,1,3,57,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2021,9.7,9.4,1,4,62,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2021,9.7,9.4,1,1,37,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2017,9.5,9.6,0,2,60,20,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2023,10,10,1,2,83,30,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2023,10,10,1,3,88,30,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2023,10,10,1,4,98,30,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2023,10,10,1,1,78,30,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2019,8.6,9.6,1,4,40,40,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2021,9.3,8.9,1,2,80,25,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2015,9.5,9.7,4,8,200,120,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2017,9,9.5,1,2,46,31,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
2023,9,8.7,2,2,75,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2023,9,8.7,2,3,85,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2023,9,8.7,2,4,95,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2023,9,8.7,2,5,110,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2023,9,8.7,2,1,70,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2012,8.8,9.3,1,2,50,25,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0
2012,8.8,9.3,1,6,100,25,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0
2021,9,9.2,1,2,80,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,9.5,9.8,1,2,69,21,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2021,9.5,9.8,2,4,95,52,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2023,9,9.2,1,2,81,27,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
2023,9,9.2,1,2,90,27,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
2021,9.5,9.6,1,2,34,30,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2021,9.5,9.4,1,4,63,64,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2021,9.5,9.4,1,4,70,64,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2022,9.7,9.7,1,2,57,57,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2022,9.7,9.7,1,3,60,57,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2022,9.7,9.7,1,4,67,57,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2022,9.7,9.7,1,1,53,57,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,8.6,8.9,1,2,89,28,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2013,9.7,9.7,2,2,80,153,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0
2013,9.7,9.7,2,4,100,153,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0
2023,9.6,10,1,2,85,47,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2023,9.6,10,1,4,95,47,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,8.6,9.3,1,2,39,16,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2019,8.6,9.3,1,1,32,16,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2021,8.6,8.6,0,2,27,15,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2023,9.6,9.6,1,2,77,46,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2023,9.6,9.6,1,3,85,46,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2023,9.6,9.6,1,4,97,46,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2023,9.6,9.6,1,2,85,46,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2023,9.6,9.6,1,3,93,46,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2023,9.6,9.6,1,4,107,46,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2019,8.5,8.8,1,2,95,44,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
2019,8.5,8.8,1,1,86,44,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
2019,8.5,8.8,1,4,122,42,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
2019,8.5,8.8,1,4,135,42,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
2021,9.3,9.5,2,3,82,58,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2020,9.5,8.9,1,2,45,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2022,9.5,9.8,1,5,117,98,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2022,9.5,9.8,1,7,130,98,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2023,9,10,1,2,80,24,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2023,9,10,1,4,140,24,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2019,8.6,9.5,1,2,66,19,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2019,8.6,9.5,1,2,69,20,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2019,8.6,9.5,1,2,73,27,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2019,8.6,9.5,1,2,89,35,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2019,8.6,9.5,1,3,97,35,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2019,8.6,9.5,1,4,106,35,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2020,9.9,9.4,1,2,72,70,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2020,9.9,9.4,1,3,77,70,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2020,9.9,9.4,1,4,81,70,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2020,9.9,9.4,1,6,90,70,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2020,9.9,9.4,1,1,68,70,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2023,9,9.2,1,2,41,12,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2023,9,9.2,1,3,45,12,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2023,9,9.2,1,1,36,12,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2022,8.8,8.3,1,2,122,100,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2022,8.8,8.3,1,3,143,100,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2022,8.8,8.3,1,4,135,100,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2017,9.4,9.3,1,2,122,50,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
2017,9.4,9.3,1,3,128,50,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
2017,9.4,9.3,1,4,135,50,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
2013,8.4,8.7,0,2,67,15,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
2013,8.4,8.7,0,4,95,33,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
2016,9.7,9.8,0,2,65,12,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2016,9.7,9.8,0,2,70,25,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2016,9.7,9.8,1,2,80,38,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2016,9.7,9.8,1,2,90,45,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2016,9.1,9.9,1,2,56,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2016,9.1,9.9,1,3,65,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2016,9.1,9.9,1,4,72,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2016,9.1,9.9,1,1,45,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2023,9.4,9.7,1,2,50,25,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2023,9.4,9.7,1,1,40,25,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2023,9.5,9.3,2,4,155,37,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2023,9.7,10,4,2,389,350,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0
2023,9.7,10,4,4,437,350,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0
2023,9.7,10,4,8,486,350,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0
2023,9.7,10,4,9,540,350,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0
2023,9.5,9.5,1,2,67,51,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2023,9.5,9.5,1,3,76,51,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2023,9.5,9.5,1,4,85,51,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2021,9.1,8.9,1,2,81,48,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0
2021,9.1,8.9,1,2,90,48,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0
